permno,comnam
18097,S V M K INC
18108,CAPITAL BANCORP INC
18113,ENTASIS THERAPEUTICS HLDGS INC
18089,R A MEDICAL SYSTEMS INC
18100,ARVINAS INC
18128,SUTRO BIOPHARMA INC
18107,C B M BANCORP INC
18116,GRITSTONE ONCOLOGY INC
18064,FRONTDOOR INC
18065,GARRETT MOTION INC
18184,SPARTAN ENERGY ACQUISITION CORP
27167,ANIXA BIOSCIENCES INC
58334,NORTHWEST NATURAL HOLDING CO
84129,ZIONS BANCORPORATION N A
93012,PLANET GREEN HOLDINGS CORP
20117,LIVERAMP HOLDINGS INC
18134,UPWORK INC
18135,GUARDANT HEALTH INC
18203,KODIAK SCIENCES INC
75510,ADOBE INC
18137,ALLOGENE THERAPEUTICS INC
18138,LIVENT CORP
81593,MR COOPER GROUP INC
18141,ANAPLAN INC
18195,EQUILLIUM INC
14555,ARAVIVE INC
18194,EDTECHX HOLDINGS ACQ CORP
18212,SI BONE INC
16472,MARKER THERAPEUTICS INC
16631,VERRA MOBILITY CORP
16864,N R C GROUP HOLDINGS CORP
18210,PHASEBIO PHARMACEUTICALS INC
18183,SOLARWINDS CORP
18205,LOGICBIO THERAPEUTICS INC
18191,BANK FIRST NATIONAL CORP
18145,YETI HOLDINGS INC
18162,GRAF INDUSTRIAL CORP
18142,RESIDEO TECHNOLOGIES INC
18152,CHURCHILL CAPITAL CORP
18202,GORES HOLDINGS III INC
13556,MAGNEGAS APPLIED TECH SOLNS INC
18192,CHASERG TECHNOLOGY ACQ CORP
18190,AXONICS MODULATION TECHS INC
18214,TWIST BIOSCIENCE CORP
13908,PENNYMAC FINANCIAL SVCS INC NEW
18144,ARCOSA INC
76858,CENTRIC BRANDS INC
14444,SINTX TECHNOLOGIES INC
18253,AVALON GLOBOCARE CORP
18224,CONTURA ENERGY INC
18246,ROAN RESOURCES INC
16673,ALTUS MIDSTREAM CO
16674,U S WELL SERVICES INC
13412,IDEANOMICS INC
18150,EQUITRANS MIDSTREAM CORP
18257,ETON PHARMACEUTICALS INC
18247,VAPOTHERM INC
18255,CREATIVE REALITIES INC
16173,WAITR HOLDINGS INC
14468,PHIO PHARMACEUTICALS CORP
15530,MASTERCRAFT BOAT HOLDINGS INC
90387,R T W RETAILWINDS INC
16988,SMAAASH ENTERTAINMENT INC
14617,ARES MANAGEMENT CORP
18217,AGEX THERAPEUTICS INC
18320,TOUGHBUILT INDUSTRIES INC
16104,OUTLOOK THERAPEUTICS INC
18322,WRAP TECHNOLOGIES INC
16895,CONCRETE PUMPING HOLDINGS INC
18312,MODERNA INC
18321,SYNTHORX INC
13883,MILLENDO THERAPEUTICS INC
18309,ENOCHIAN BIOSCIENCES INC
18325,ALKALINE WATER CO INC
18310,FEDERAL LIFE GROUP INC
18311,LEGACY HOUSING CORP
18306,DATASEA INC
64186,CIGNA CORP NEW
17201,MOSAIC ACQUISITION CORP DE
87437,E V I INDUSTRIES INC
18302,A M C I ACQUISITION CORP
16400,PHUNWARE INC
18267,DELL TECHNOLOGIES INC
12788,KOSMOS ENERGY LTD DE
17156,SENTINEL ENERGY SERVICES INC DE
89063,KINGSWAY FINANCIAL SERVICES INC
11995,COCA COLA CONSOLIDATED INC
13796,HARROW HEALTH INC
16939,MAXAR TECHNOLOGIES INC
83827,M M A CAPITAL HOLDINGS INC
86594,KORN FERRY
89828,UNIVEST FINANCIAL CORP
89891,APYX MEDICAL CORP
46923,PRIMEENERGY RESOURCES CORP
18357,BOXWOOD MERGER CORP
18361,FINTECH ACQUISITION CORP III
16522,ORGANOGENESIS HOLDINGS INC
18356,1895 BANCORP OF WISCONSIN INC
18370,SCHULTZE SPEC PUR ACQ CORP
16988,SIMPLICITY ESPORTS & GAMING CO
14093,CHINA BAT GROUP INC
18369,RHINEBECK BANCORP INC
88177,SEELOS THERAPEUTICS INC
18360,C F FINANCE ACQUISITION CORP
18368,NEW FORTRESS ENERGY LLC
14406,ELEMENT SOLUTIONS INC
16376,SCWORX CORP
18406,INMUNE BIO INC
13556,TARONIS TECHNOLOGIES INC
18376,ALECTOR INC
18327,COVETRUS INC
18377,GOSSAMER BIO INC
18401,HARPOON THERAPEUTICS INC
18418,ZYNEX INC
18405,I M A C HOLDINGS INC
14818,M T B C INC
18397,AVEDRO INC
18415,T C R 2 THERAPEUTICS INC
18396,AMERICAN RESOURCES CORP
18402,HOTH THERAPEUTICS INC
18414,SOLITON INC
16464,G T Y TECHNOLOGY HOLDINGS INC MA
18413,SUPER LEAGUE GAMING INC
18408,KALEIDO BIOSCIENCES INC
18410,MONOCLE ACQUISITION CORP
14719,MONTAGE RESOURCES CORP
14060,VISLINK TECHNOLOGIES INC
18456,SHOCKWAVE MEDICAL INC
18422,CORTLAND BANCORP
88564,R T I SURGICAL HOLDINGS INC
16738,ANTERO MIDSTREAM CORP
17357,PLATINUM EAGLE ACQUISITION CORP
18419,CHARDAN HEALTHCARE ACQ CORP
17105,X4 PHARMACEUTICALS INC
15784,P D S BIOTECHNOLOGY CORP
17357,TARGET HOSPITALITY CORP
18420,FOX CORP
18421,FOX CORP
18424,LEVI STRAUSS & CO
18448,PIVOTAL ACQUISITION CORP
18453,GORES METROPOULOS INC
18459,CARTER BANK & TRUST
18457,TUSCAN HOLDINGS CORP
18458,PRECISION BIOSCIENCES INC
88462,CASSAVA SCIENCES INC
10779,B K TECHNOLOGIES CORP
18425,TWIN RIVER WORLDWIDE HLDGS INC
18452,LYFT INC
18533,R M G ACQUISITION CORP
18564,POSITIVE PHYSICIANS HOLDINGS INC
18427,CYCLERION THERAPEUTICS INC
18428,DOW INC
90751,DESIGNER BRANDS INC
18480,TRADEWEB MARKETS INC
18561,N G M BIOPHARMACEUTICALS INC
18566,SILK ROAD MEDICAL INC
18555,GUARDION HEALTH SCIENCES INC
18568,VERB TECHNOLOGY COMPANY INC
18482,PAGERDUTY INC
12583,PACIRA BIOSCIENCES INC
14615,IMMUNIC INC
18546,ACAMAR PARTNERS ACQUISITION CORP
18552,DIAMONDPEAK HOLDINGS CORP
92902,ZOVIO INC
18549,CRESCENT ACQUISITION CORP
18553,ENVISION SOLAR INTERNATIONAL INC
18558,HENNESSY CAPITAL ACQ CORP IV
14167,IVERIC BIO INC
18563,PALOMAR HOLDINGS INC
18567,TURNING POINT THERAPEUTICS INC
18484,ZOOM VIDEO COMMUNICATIONS INC
18485,PINTEREST INC
18515,BRIGHAM MINERALS INC
18554,FIRST NATIONAL CORP VA
18556,GREENLANE HOLDINGS INC
18559,HOOKIPA PHARMA INC
21207,NEWMONT GOLDCORP CORP
18539,TORTOISE ACQUISITION CORP
18560,MAINSTREET BANCSHARES INC
18514,B RILEY PRINCIPAL MERGER CORP
14653,FIRST MID BANCSHARES INC
18058,PAYSIGN INC
17270,REKOR SYSTEMS INC
17091,CBDMD INC
18652,FRANKLIN FINANCIAL SERVICES CORP
18572,BEYOND MEAT INC
18676,TRANSMEDICS GROUP INC
90989,CLEAR CHANNEL OUTDOOR HLDGS NEW
18573,SCIPLAY CORP
18668,RED RIVER BANCSHARES INC
18719,TRINE ACQUISITION CORP
14420,ADYNXX INC
18643,A I T THERAPEUTICS INC
18677,TREVI THERAPEUTICS INC
18575,PARSONS CORP
18646,AXCELLA HEALTH INC
18648,CORTEXYME INC
18664,NEXTCURE INC
18671,SOUTH PLAINS FINANCIAL INC
18709,MAYVILLE ENGINEERING CO INC
92405,OCH ZIFF CAPITAL MANGMNT GRP INC
18576,UBER TECHNOLOGIES INC
18670,SONIM TECHNOLOGIES INC
80577,ARMATA PHARMACEUTICALS INC
18659,INSURANCE ACQUISITION CORP
18644,APPLIED THERAPEUTICS INC
16815,XYNOMIC PHARMACEUTICALS HLDGS IN
75556,NORTHEAST BANK
18579,AVANTOR INC
18580,FASTLY INC
79747,ATLANTIC UNION BANKSHARES CORP
18578,KONTOOR BRANDS INC
18656,IDEAYA BIOSCIENCES INC
77501,CORNERSTONE BUILDING BRANDS INC
13544,HI CRUSH INC
16851,DUPONT DE NEMOURS INC
17309,RANPAK HOLDINGS CORP
18592,CORTEVA INC
18778,LANDCADIA HOLDINGS II INC
18725,REVOLVE GROUP INC
90031,ONCTERNAL THERAPEUTICS INC
14093,BAT GROUP INC
18726,CROWDSTRIKE HOLDINGS INC
18780,MOHAWK GROUP HOLDINGS INC
13918,ARCTURUS THERAPEUTICS HLDNGS INC
15645,PREDICTIVE ONCOLOGY INC
18049,AMERANT BANCORP INC
18050,AMERANT BANCORP INC
18727,CHEWY INC
84438,HELIOS TECHNOLOGIES INC
17326,AKERNA CORP
18785,STOKE THERAPEUTICS INC
16012,PECK CO INC
18734,SLACK TECHNOLOGIES INC
18735,GROCERY OUTLET HOLDING CORP
18772,AKERO THERAPEUTICS INC
18774,ATRECA INC
18782,PREVAIL THERAPEUTICS INC
18783,PERSONALIS INC
19670,PROFICIENT ALPHA ACQ CORP
51692,PIER 1 IMPORTS INC
18773,ARTELO BIOSCIENCES INC
18776,HEALTH SCIENCES ACQ CORP
18769,ADAPTIVE BIOTECHNOLOGIES CORP
18770,BRIDGEBIO PHARMA INC
18771,CHANGE HEALTHCARE INC
18779,MORPHIC HOLDING INC
79315,APEX GLOBAL BRANDS INC
18736,I A A INC
18777,KARUNA THERAPEUTICS INC
18784,REALREAL INC
18802,GIGCAPITAL2 INC
25582,L3HARRIS TECHNOLOGIES INC
87753,USIO INC
91103,UNITED AIRLINES HOLDINGS INC
92108,BLACKSTONE GROUP INC
18191,BANK FIRST CORP
18851,RICHMOND MUTUAL BANCORP INC
18052,P C B BANCORP
18643,BEYOND AIR INC
18806,M R I INTERVENTIONS INC
18835,DIAMOND EAGLE ACQUISITION CORP
17976,REPAY HOLDINGS CORP
13965,NEUBASE THERAPEUTICS INC
14985,BRIGHTSPHERE INVESTMENT GRP INC
18840,G X ACQUISITION CORP
46886,K L A CORP
16012,PECK CO HOLDINGS INC
18837,FIRST SEACOAST BANCORP
35107,PARK AEROSPACE CORP
77007,IMEDIA BRANDS INC
16825,EMMAUS LIFE SCIENCES INC
18786,ASSETMARK FINANCIAL HOLDINGS INC
18808,PHREESIA INC
18838,FULCRUM THERAPEUTICS INC
18845,IHEARTMEDIA INC
18846,MIRUM PHARMACEUTICALS INC
18847,PIONEER BANCORP INC
18787,MEDALLIA INC
18856,XPEL INC
15177,SALARIUS PHARMACEUTICALS INC
15219,HEPION PHARMACEUTICALS INC
18844,HAYMAKER ACQUISITION CORP II
18789,HEALTH CATALYST INC
18790,LIVONGO HEALTH INC
18810,PROSIGHT GLOBAL INC
18815,SUNNOVA ENERGY INTERNATIONAL INC
18832,CASTLE BIOSCIENCES INC
18794,CHURCHILL CAPITAL CORP II
18852,SOUTH MOUNTAIN MERGER CORP
86812,STABILIS ENERGY INC
91021,PLUS THERAPEUTICS INC
18853,TUSCAN HOLDINGS CORP II
18855,EXICURE INC
11992,T C F FINANCIAL CORP NEW
17032,NESCO HOLDINGS INC
18886,DYNATRACE INC
18898,KURA SUSHI USA INC
27983,XEROX HOLDINGS CORP
91727,TRAVELCENTERS AMERICA INC
18894,BIOCARDIA INC
15226,ANTERIX INC
16442,AMPLIFY ENERGY CORP
83883,OPTION CARE HEALTH INC
18903,VERICITY INC
75182,POLARIS INC
62308,GLOBE LIFE INC
14535,NEOLEUKIN THERAPEUTICS INC
16975,ALLIED ESPORTS ENTERTAINMENT INC
77393,LINEAGE CELL THERAPEUTICS INC
18899,NEPHROS INC
16097,HARBORONE BANCORP INC NEW
18895,CROSSFIRST BANKSHARES INC
13046,UBIQUITI INC
16399,S R A X INC
16880,DERMTECH INC
15482,UNIVAR SOLUTIONS INC
18936,PIVOTAL INVESTMENT CORP II
79022,BRICKELL BIOTECH INC
83762,AIM IMMUNOTECH INC
12591,APOLLO GLOBAL MANAGEMENT INC
18953,CONYERS PARK II ACQ CORP
17875,HIREQUEST INC
77202,JANONE INC
18907,SMILEDIRECTCLUB INC
18908,10X GENOMICS INC
92405,SCULPTOR CAPITAL MANAGEMENT INC
18909,CLOUDFLARE INC
18941,ALERUS FINANCIAL CORP
18960,SATSUMA PHARMACEUTICALS INC
18961,SPRINGWORKS THERAPEUTICS INC
18926,EQUINOX GOLD CORP
18937,SWITCHBACK ENERGY ACQ CORP
84203,BBQ HOLDINGS INC
18910,ENVISTA HOLDINGS CORP
18955,I G M BIOSCIENCES INC
18911,DATADOG INC
18912,PING IDENTITY HOLDING CORP
18963,EXAGEN INC
18940,PELOTON INTERACTIVE INC
18958,OPORTUN FINANCIAL CORP
15132,OCUGEN INC
89244,W W INTERNATIONAL INC
18913,PENNANT GROUP INC
18915,CERENCE INC
18997,APREA THERAPEUTICS INC
19008,FREQUENCY THERAPEUTICS INC
19015,METROCITY BANKSHARES INC
19031,VIELA BIO INC
87016,POWERFLEET INC
19005,DIRTT ENVIRONMENTAL SOLUTNS LTD
19024,RELMADA THERAPEUTICS
19012,H B T FINANCIAL INC
19032,VIR BIOTECHNOLOGY INC
91437,FREEDOM HOLDING CORP
15539,PROVIDENT BANCORP INC MD
18967,BELLRING BRANDS INC
75034,BAKER HUGHES CO
85744,ROCKWELL MEDICAL INC DE
19002,B R P GROUP INC
18968,PROGYNY INC
19004,CABALETTA BIO INC
19011,HAPPINESS BIOTECH GROUP LTD
19017,PHANTHOM PHARMACEUTICALS INC
19026,T F F PHARMACEUTICALS INC
16964,VIRGIN GALACTIC HOLDINGS INC
90377,ONTO INNOVATION INC
18419,BIOMX INC
16557,NEXTIER OILFIELD SOLUTIONS INC
19016,OYSTER POINT PHARMA INC
19021,R A P T THERAPEUTICS INC
11394,THERMOGENESIS HOLDINGS INC
12758,U S ECOLOGY INC NEW
19071,EXPERIENCE INVESTMENT CORP
19076,NEW PROVIDENCE ACQ CORP
92252,SENECA BIOPHARMA INC
19064,APEX TECHNOLOGY ACQUISITION CORP
75607,NORTONLIFELOCK INC
19058,SILVERGATE CAPITAL CORP
19072,GALERA THERAPEUTICS INC
19077,ORISUN ACQUISITION CORP
16987,VENUS CONCEPT INC
19066,CNS PHARMACEUTICALS INC
19082,TELA BIO INC
17684,ADAPTHEALTH CORP
19070,89BIO INC
19083,YAYYO INC
86083,INTERPACE BIOSCIENCES INC
13369,CLEARSIGN TECHNOLOGIES CORP
13537,FRANCHISE GROUP INC
14490,GANNETT CO INC
16874,ACCEL ENTERTAINMENT INC
19081,SITIME CORP
19034,BAUDAX BIO INC
16306,SUNDANCE ENERGY INC
17245,KALEYRA INC
19137,GROWGENERATION CORP
19139,LMP AUTOMOTIVE HOLDINGS INC
75104,VIACOMCBS INC
76226,VIACOMCBS INC
71563,TRUIST FINANCIAL CORP
19084,BILL COM HOLDINGS INC
19140,MERIDA MERGER CORP
19145,SPROUT SOCIAL INC
19098,HESS MIDSTREAM L P
10028,ENVELA CORP
18776,IMMUNOVANT INC
19142,MONOPAR THERAPEUTICS INC
19106,JUNIPER INDUSTRIAL HOLDINGS INC
19114,OSPREY TECHNOLOGY ACQ CORP
19085,BLUE RIDGE BANKSHARES INC
19135,FINSERV ACQUISITION CORP
19143,NEWGIOCO GROUP INC
77157,O I GLASS INC
19146,STABLE ROAD ACQUISITION CORP
16255,NEUROBO PHARMACEUTICALS INC
59248,MOLSON COORS BEVERAGE CO
85724,PERDOCEO EDUCATION CORP
90366,STONEMOR INC
90562,MOLSON COORS BEVERAGE CO
19197,SOFTWARE ACQ GROUP INC
79039,U S ENERGY CORP
89968,PIPER SANDLER COMPANIES
12358,BOQI INTERNATIONAL MEDICAL INC
21207,NEWMONT CORP
13693,ATOSSA THERAPEUTICS INC
15015,ARTARA THERAPEUTICS INC
19180,AMPLITUDE HEALTHCARE ACQ CORP
19186,C H P MERGER CORP
19196,PROPTECH ACQUISITION CORP
17787,EQUITABLE HOLDINGS INC
19185,BOGOTA FINANCIAL CORP
16983,F F B W INC MD
19129,MEDIACO HOLDING INC
19172,VELOCITY FINANCIAL INC
17201,VIVINT SMART HOME INC
87053,GENASYS INC
19188,CINCINNATI BANCORP INC
19198,S W K HOLDINGS CORP
19187,CLEANSPARK INC
89134,OVINTIV INC
19189,HEALTHCARE MERGER CORP
11581,ENERPAC TOOL GROUP CORP
19149,ANNOVIS BIO INC
19176,BLACK DIAMOND THERAPEUTICS INC
19177,1LIFE HEALTHCARE INC
19178,REYNOLDS CONSUMER PRODUCTS INC
19184,ARCUTIS BIOTHERAPEUTICS INC
14072,PRECIGEN INC
19230,CIIG MERGER CORP
52898,ESSENTIAL UTILITIES INC
86102,FEDERATED HERMES INC
19199,P P D INC
19200,SCHRODINGER INC
19202,CASPER SLEEP INC
19228,BEAM THERAPEUTICS INC
19231,CHOICEONE FINANCIAL SERVICES INC
19250,ONEWATER MARINE INC
19252,PROFESSIONAL HOLDING CORP
17987,VERTIV HOLDINGS CO
18202,P A E INC
18806,CLEARPOINT NEURO INC
19201,REVOLUTION MEDICINES INC
19232,DUOS TECHNOLOGY GROUP INC
19233,MUSCLE MAKER INC
19249,TRXADE GROUP INC
16660,EMERALD HOLDING INC
18357,ATLAS TECHNICAL CONSULTANTS INC
18514,ALTA EQUIPMENT GROUP INC
91283,BATTALION OIL CORP
17956,BERRY CORP
19224,INTERPRIVATE ACQUISITION CORP
19251,PASSAGE BIO INC
16692,INGERSOLL RAND INC
13794,BENEFYTT TECHNOLOGIES INC
18192,GRID DYNAMICS HOLDINGS INC
81761,OBLONG INC
19313,IMARA INC
18148,ALKIDO PHARMA INC
19295,LGL SYSTEMS ACQUISITION CORP
85540,YUNHONG CTI LTD
14093,TD HOLDINGS INC
19312,GORES HOLDINGS IV INC
13111,LUMOS PHARMA INC
19310,CALIFORNIA BANCORP
19315,RESEARCH SOLUTIONS INC
19283,ARCONIC CORP
24643,HOWMET AEROSPACE INC
13455,SONNET BIOTHERAPEUTICS HLDGS INC
17830,RAYTHEON TECHNOLOGIES CORP
19285,CARRIER GLOBAL CORP
19286,OTIS WORLDWIDE CORP
19331,CHURCHILL CAPITAL CORP III
19356,ZENTALIS PHARMACEUTICALS INC
16911,AMERICAN VIRTUAL CLOUD TECH INC
19349,KEROS THERAPEUTICS INC
19333,DMY TECHNOLOGY GROUP INC
19348,ESPORTS ENTERTAINMENT GROUP INC
15631,BENITEC BIOPHARMA INC
15649,MADISON SQUARE GARD SPORTS CORP
19316,MADISON SQUARE GARDEN ENTMT CORP
18835,DRAFTKINGS INC
19353,ORIC PHARMACEUTICALS INC
19338,FLYING EAGLE ACQUISITION CORP
19317,A P I GROUP CORP
19397,DFP HEALTHCARE ACQUISITIONS CORP
19402,LYRA THERAPEUTICS INC
16178,9 METERS BIOPHARMA INC
19401,LIFESCI ACQUISITION CORP
19396,DELMAR BANCORP
79878,U F P INDUSTRIES INC
13411,CARDIFF ONCOLOGY INC
19392,AYALA PHARMACEUTICALS INC
13265,ORBITAL ENERGY GROUP INC
15015,PROTARA THERAPEUTICS INC
19399,GREENROSE ACQUISITION CORP
26650,C T O REALTY GROWTH INC
92917,BROADWIND INC
16436,ARCH RESOURCES INC
15664,CODE CHAIN NEW CONTINENT LTD
15443,TIMBER PHARMACEUTICALS INC
85686,ASSERTIO HOLDINGS INC
19357,SELECTQUOTE INC
19358,INARI MEDICAL INC
15436,QUALIGEN THERAPEUTICS INC
14046,HISTOGEN INC
19388,LIVE OAK ACQUISITION CORP
14711,LARIMAR THERAPEUTICS INC
90640,AYRO INC
17366,HYCROFT MINING HOLDING CORP
71985,SHYFT GROUP INC
89606,SMITH & WESSON BRANDS INC
89922,XPERI HOLDING CORP
19403,WARNER MUSIC GROUP CORP
19416,B RILEY PRINCIPAL MERGER CORP II
19485,PLIANT THERAPEUTICS INC
17783,CHAMPIONX CORP
17907,NIKOLA CORP
19405,ZOOMINFO TECHNOLOGIES INC
19404,SHIFT4 PAYMENTS INC
19462,APPLIED MOLECULAR TRANSPORT INC
87361,PCTEL INC
19408,VROOM INC
17367,OPEN LENDING CORP
19479,LANTERN PHARMA INC
19489,ROTH C H ACQUISITION I CO
13743,BRISTOW GROUP INC
19409,THE AZEK COMPANY INC
19476,GENERATION BIO CO
19480,NOVUS CAPITAL CORP
19484,VAXCYTE INC
19488,AVIDITY BIOSCIENCES INC
88620,ASPIRA WOMENS HEALTH INC
16681,FORTE BIOSCIENCES INC
19417,CHARDAN HEALTHCARE ACQ 2 CORP
19494,VERIFYME INC
19410,FORMA THERAPEUTICS HOLDINGS INC
19469,COLLECTIVE GROWTH CORP
19483,NUZEE INC
19486,PROGENITY INC
19433,FORTRESS VALUE ACQ CORP
79382,PREMIER FINANCIAL CORP
18642,WHOLE EARTH BRANDS INC
19413,ALBERTSONS COMPANIES INC
19461,AKOUOS INC
19022,AVITA THERAPEUTICS INC
19460,ADITX THERAPEUTICS INC
14580,MAGNITE INC
15435,ALTABANCORP
15850,MATCH GROUP INC NEW
19495,DUN & BRADSTREET HOLDINGS INC
75573,O D P CORP
78840,IAC INTERACTIVECORP NEW
13507,AMERICAN NATIONAL GROUP INC
15782,WILLSCOT MOBILE MINI HLDGS CORP
16736,VISTRA CORP
17361,HALL OF FAME RESORT & ENT CO
19496,ACCOLADE INC
19497,LEMONADE INC
19521,GIGCAPITAL3 INC
80969,COVENANT LOGISTICS GROUP INC
81254,STONEX GROUP INC
16670,ONTRAK INC
19573,THERAPEUTICS ACQUISITION CORP
19499,NKARTA INC
19568,POSEIDA THERAPEUTICS INC
19533,LONGVIEW ACQUISITION CORP
88597,AVIENT CORP
19565,NCINO INC
19500,GOHEALTH INC
19501,RELAY THERAPEUTICS INC
19572,TREAN INSURANCE GROUP INC
19504,BERKELEY LIGHTS INC
19519,FOLEY TRASIMENE ACQ CORP
19542,ALX ONCOLOGY HOLDINGS INC
19567,PANDION THERAPEUTICS INC
14882,CAESARS ENTERTAINMENT INC DE
19505,JAMF HOLDING CORP
19534,MONTROSE ENVIRONMENTAL GROUP INC
88564,SURGALIGN HOLDINGS INC
19544,ANNEXON INC
19559,INOZYME PHARMA INC
19560,ITEOS THERAPEUTICS INC
19566,NURIX THERAPEUTICS INC
86526,C F BANKSHARES INC
91826,CARPARTS COM INC
19506,VERTEX INC
19540,ALLOVIR INC
19556,HUDSON EXECUTIVE INV CORP
19515,1847 GOEDEKER INC
19541,VITAL FARMS INC
19555,FATHOM HOLDINGS INC
19575,BIGCOMMERCE HOLDINGS INC
19576,RACKSPACE TECHNOLOGY INC
81165,MIND TECHNOLOGY INC
19577,ROCKET COMPANIES INC
19605,OAK STREET HEALTH INC
19619,ACUTUS MEDICAL INC
16593,NEWAGE INC
18368,NEW FORTRESS ENERGY INC
19622,CHECKMATE PHARMACEUTICALS INC
19648,OLB GROUP INC
19628,FS DEVELOPMENT CORP
19640,KUBIENT INC
19578,DUCK CREEK TECHNOLOGIES INC
19592,FUSION ACQUISITION CORP
19624,FLUX POWER HOLDINGS INC
19599,KENSINGTON CAPITAL ACQ CORP
19396,PARTNERS BANCORP
19635,HARMONY BIOSCIENCES HLDGS INC
19639,INHIBRX INC
16164,KINTARA THERAPEUTICS INC
19593,G S ACQUISITION HLDGS CORP II
19585,KYMERA THERAPEUTICS INC
19606,PANACEA ACQUISITION CORP
19652,VISTAS MEDIA ACQUISITION CO INC
19586,CAPSTAR SPECIAL PURPOSE ACQ CORP
19632,HIGHPEAK ENERGY INC
19579,AMERICAN OUTDOOR BRANDS INC
19644,MOUNTAIN CREST ACQ CORP
19631,HARBOR CUSTOM DEVELOPMENT INC
19649,PROPERTY SOLUTIONS ACQ CORP
19650,SUN BIOPHARMA INC
89942,GLOBAL INDEMNITY GROUP LLC
18248,UTZ BRANDS INC
19621,APPLIED UV INC
78988,HERITAGE GLOBAL INC
89925,D Z S INC
19813,B C T G ACQUISITION CORP
10514,KASPIEN HOLDINGS INC
17266,VYNE THERAPEUTICS INC
19789,PERSHING SQ TONTINE HLDGS LTD
19823,CREATD INC
19826,EAST RESOURCES ACQUISITION CO
18553,BEAM GLOBAL
19653,OUTSET MEDICAL INC
17272,ADICET BIO INC
19654,SNOWFLAKE INC
19655,STEPSTONE GROUP INC
19824,DEERFIELD HEALTH TECH ACQ CORP
19837,METACRINE INC
19657,AMERICAN WELL CORP
19659,PACTIV EVERGREEN INC
19660,SUMO LOGIC INC
19825,DYNE THERAPEUTICS INC
13755,HUMANIGEN INC
19751,CHURCHILL CAPITAL CORP IV
19794,UNITY SOFTWARE INC
19812,ATHIRA PHARMA INC
19814,BIOVIE INC
19827,E MERGE TECHNOLOGY ACQ CORP
19752,DENBURY INC
19830,FORUM MERGER III CORP
19849,SUMMIT THERAPEUTICS INC
19838,NEWHOLD INVESTMENT CORP
19679,GOODRX HOLDINGS INC
19778,LAIRD SUPERFOOD INC
19787,P T K ACQUISITION CORP
19818,BENTLEY SYSTEMS INC
19822,CORSAIR GAMING INC
19847,TAYSHA GENE THERAPIES INC
19681,PRELUDE THERAPEUTICS INC
19682,P M V PHARMACEUTICALS INC
19767,G O ACQUISITION CORP
19811,AMESITE INC
19831,GREENWICH LIFESCIENCES INC
19832,GEOVAX LABS INC
19833,GRAYBUG VISION INC
19835,HOLICITY INC
19834,GORES HOLDINGS V INC
18162,VELODYNE LIDAR INC
19746,ASANA INC
19788,PALANTIR TECHNOLOGIES INC
16837,BLUEGREEN VACATIONS HOLDING CORP
19946,MISSION PRODUCE INC
19979,PULMONX CORP
19996,THRYV HOLDINGS INC
19997,TOMI ENVIRONMENTAL SOLUTIONS INC
88152,C M C MATERIALS INC
18539,HYLIION HOLDINGS CORP
19680,LENSAR INC
19892,FORTRESS VALUE ACQ CORP II
19945,ACADEMY SPORTS & OUTDOORS INC
19953,C4 THERAPEUTICS INC
19969,IMMUNOME INC
19981,ONCORUS INC
19985,PROCESSA PHARMACEUTICALS INC
14750,TERMINIX GLOBAL HOLDINGS INC
19875,DMY TECHNOLOGY GROUP INC II
19989,RADIUS GLOBAL INFRASTRUCTURE INC
19990,SOFTWARE ACQ GROUP INC II
15282,CHINOOK THERAPEUTICS INC
17372,COGENT BIOSCIENCES INC
57154,GLATFELTER CORP
19893,FUBOTV INC
19911,NORTHERN GENESIS ACQ CORP
19919,STAR PEAK ENERGY TRANSITION CORP
19947,AZIYO BIOLOGICS INC
19331,MULTIPLAN CORP
19807,VONTIER CORP
19850,KRONOS BIO INC
19891,FOLEY TRASIMENE ACQ CORP II
19993,SPRUCE BIOSCIENCES INC
19994,SHATTUCK LABS INC
88949,SEAGEN INC
19886,FAST ACQUISITION CORP
19978,LIONHEART ACQUISITION CORP II
19954,CODIAK BIOSCIENCES INC
19964,5 01 ACQUISITION CORP
93274,ZW DATA ACTION TECHNOLOGIES INC
18659,SHIFT TECHNOLOGIES INC
19197,CURIOSITYSTREAM INC
19851,ARRAY TECHNOLOGIES INC
19854,EASTERN BANKSHARES INC
19867,ATLANTIC AVENUE ACQUISITION CORP
19955,C F FINANCE ACQUISITION CORP II
18114,TATTOOED CHEF INC
19944,ALIGOS THERAPEUTICS INC
19958,EARGO INC
19974,KIROMIC BIOPHARMA INC
19986,PRAXIS PRECISION MEDICINES INC
19995,TARSUS PHARMACEUTICALS INC
10517,AARONS HOLDINGS CO INC
18361,PAYA HOLDINGS INC
19856,DATTO HOLDING CORP
19950,BOWX ACQUISITION CORP
19857,MCAFEE CORP
19898,GUILD HOLDINGS CO
19920,TAILWIND ACQUISITION CORP
19962,FOGHORN THERAPEUTICS INC
19970,I N S U ACQUISITION CORP II
18552,LORDSTOWN MOTORS CORP
19952,HIGHCAPE CAPITAL ACQ CORP
19956,C M LIFE SCIENCES INC
77236,P H X MINERALS INC
19547,CEREVEL THERAPEUTICS HLDGS INC
19859,MEDIAALPHA INC
19862,ROOT INC
19894,GATOS SILVER INC
19948,BIODESIX INC
20188,CALIFORNIA RESOURCES CORP
18953,ADVANTAGE SOLUTIONS INC
