Date: 2005-03-18 00:00:00, Volatility: 0.094063, Naive Volatility: 0.096129, Shrinkage: 0.31
Date: 2012-08-22 00:00:00, Volatility: 0.086619, Naive Volatility: 0.092777, Shrinkage: 0.39
Date: 2012-08-23 00:00:00, Volatility: 0.083831, Naive Volatility: 0.091206, Shrinkage: 0.42
Date: 2012-08-24 00:00:00, Volatility: 0.080851, Naive Volatility: 0.088450, Shrinkage: 0.41
Date: 2012-08-27 00:00:00, Volatility: 0.083506, Naive Volatility: 0.089288, Shrinkage: 0.36
Date: 2012-08-28 00:00:00, Volatility: 0.083662, Naive Volatility: 0.089845, Shrinkage: 0.37
Date: 2012-08-29 00:00:00, Volatility: 0.083715, Naive Volatility: 0.089507, Shrinkage: 0.36
Date: 2012-08-30 00:00:00, Volatility: 0.081849, Naive Volatility: 0.087817, Shrinkage: 0.36
Date: 2012-08-31 00:00:00, Volatility: 0.081926, Naive Volatility: 0.087426, Shrinkage: 0.34
Date: 2012-09-04 00:00:00, Volatility: 0.080923, Naive Volatility: 0.087020, Shrinkage: 0.37
Date: 2012-09-05 00:00:00, Volatility: 0.081636, Naive Volatility: 0.087093, Shrinkage: 0.36
Date: 2012-09-06 00:00:00, Volatility: 0.074561, Naive Volatility: 0.081382, Shrinkage: 0.41
Date: 2012-09-07 00:00:00, Volatility: 0.071321, Naive Volatility: 0.079884, Shrinkage: 0.43
Date: 2012-09-10 00:00:00, Volatility: 0.070514, Naive Volatility: 0.078480, Shrinkage: 0.42
Date: 2012-09-11 00:00:00, Volatility: 0.075413, Naive Volatility: 0.081080, Shrinkage: 0.39
Date: 2012-09-12 00:00:00, Volatility: 0.075374, Naive Volatility: 0.079374, Shrinkage: 0.38
Date: 2012-09-13 00:00:00, Volatility: 0.060666, Naive Volatility: 0.075132, Shrinkage: 0.69
Date: 2012-09-14 00:00:00, Volatility: 0.056385, Naive Volatility: 0.056299, Shrinkage: 0.15
Date: 2012-09-17 00:00:00, Volatility: 0.058484, Naive Volatility: 0.058793, Shrinkage: 0.00
Date: 2012-09-18 00:00:00, Volatility: 0.057253, Naive Volatility: 0.058348, Shrinkage: 0.00
Date: 2012-09-19 00:00:00, Volatility: 0.056177, Naive Volatility: 0.056320, Shrinkage: 0.00
Date: 2012-09-20 00:00:00, Volatility: 0.053881, Naive Volatility: 0.053466, Shrinkage: 0.13
Date: 2012-09-21 00:00:00, Volatility: 0.065322, Naive Volatility: 0.066051, Shrinkage: 0.00
Date: 2012-09-24 00:00:00, Volatility: 0.064850, Naive Volatility: 0.065971, Shrinkage: 0.00
Date: 2012-09-25 00:00:00, Volatility: 0.070288, Naive Volatility: 0.071170, Shrinkage: 0.00
Date: 2012-09-26 00:00:00, Volatility: 0.070767, Naive Volatility: 0.072116, Shrinkage: 0.00
Date: 2012-09-27 00:00:00, Volatility: 0.074122, Naive Volatility: 0.076279, Shrinkage: 0.00
Date: 2012-09-28 00:00:00, Volatility: 0.074529, Naive Volatility: 0.076764, Shrinkage: 0.00
Date: 2012-10-01 00:00:00, Volatility: 0.076504, Naive Volatility: 0.078034, Shrinkage: 0.00
Date: 2012-10-02 00:00:00, Volatility: 0.077415, Naive Volatility: 0.078734, Shrinkage: 0.00
Date: 2012-10-03 00:00:00, Volatility: 0.076534, Naive Volatility: 0.077910, Shrinkage: 0.00
Date: 2012-10-04 00:00:00, Volatility: 0.074999, Naive Volatility: 0.075028, Shrinkage: 0.09
Date: 2012-10-05 00:00:00, Volatility: 0.076036, Naive Volatility: 0.076807, Shrinkage: 0.01
Date: 2012-10-08 00:00:00, Volatility: 0.084483, Naive Volatility: 0.085203, Shrinkage: 0.02
Date: 2012-10-09 00:00:00, Volatility: 0.086039, Naive Volatility: 0.086184, Shrinkage: 0.00
Date: 2012-10-10 00:00:00, Volatility: 0.086045, Naive Volatility: 0.086123, Shrinkage: 0.05
Date: 2012-10-11 00:00:00, Volatility: 0.085444, Naive Volatility: 0.085937, Shrinkage: 0.03
Date: 2012-10-12 00:00:00, Volatility: 0.086950, Naive Volatility: 0.087192, Shrinkage: 0.00
Date: 2012-10-15 00:00:00, Volatility: 0.085012, Naive Volatility: 0.085069, Shrinkage: 0.06
Date: 2012-10-16 00:00:00, Volatility: 0.081835, Naive Volatility: 0.081842, Shrinkage: 0.11
Date: 2012-10-17 00:00:00, Volatility: 0.086097, Naive Volatility: 0.085977, Shrinkage: 0.14
Date: 2012-10-18 00:00:00, Volatility: 0.092034, Naive Volatility: 0.092930, Shrinkage: 0.00
Date: 2012-10-19 00:00:00, Volatility: 0.083920, Naive Volatility: 0.084994, Shrinkage: 0.00
Date: 2012-10-22 00:00:00, Volatility: 0.085030, Naive Volatility: 0.085068, Shrinkage: 0.00
Date: 2012-10-23 00:00:00, Volatility: 0.082911, Naive Volatility: 0.084367, Shrinkage: 0.00
Date: 2012-10-24 00:00:00, Volatility: 0.080570, Naive Volatility: 0.082230, Shrinkage: 0.00
Date: 2012-10-25 00:00:00, Volatility: 0.076428, Naive Volatility: 0.078589, Shrinkage: 0.00
Date: 2012-10-26 00:00:00, Volatility: 0.077150, Naive Volatility: 0.079309, Shrinkage: 0.00
Date: 2012-10-31 00:00:00, Volatility: 0.076702, Naive Volatility: 0.077720, Shrinkage: 0.00
Date: 2012-11-01 00:00:00, Volatility: 0.080595, Naive Volatility: 0.080660, Shrinkage: 0.00
Date: 2012-11-02 00:00:00, Volatility: 0.082011, Naive Volatility: 0.082407, Shrinkage: 0.05
Date: 2012-11-05 00:00:00, Volatility: 0.081769, Naive Volatility: 0.081919, Shrinkage: 0.08
Date: 2012-11-06 00:00:00, Volatility: 0.081940, Naive Volatility: 0.082159, Shrinkage: 0.07
Date: 2012-11-07 00:00:00, Volatility: 0.069817, Naive Volatility: 0.070480, Shrinkage: 0.00
Date: 2012-11-08 00:00:00, Volatility: 0.065404, Naive Volatility: 0.066139, Shrinkage: 0.00
Date: 2012-11-09 00:00:00, Volatility: 0.065907, Naive Volatility: 0.066552, Shrinkage: 0.00
Date: 2012-11-12 00:00:00, Volatility: 0.065502, Naive Volatility: 0.066930, Shrinkage: 0.00
Date: 2012-11-13 00:00:00, Volatility: 0.067797, Naive Volatility: 0.068500, Shrinkage: 0.00
Date: 2012-11-14 00:00:00, Volatility: 0.062830, Naive Volatility: 0.063144, Shrinkage: 0.15
Date: 2012-11-15 00:00:00, Volatility: 0.061668, Naive Volatility: 0.062012, Shrinkage: 0.16
Date: 2012-11-16 00:00:00, Volatility: 0.059581, Naive Volatility: 0.061237, Shrinkage: 0.00
Date: 2012-11-19 00:00:00, Volatility: 0.057038, Naive Volatility: 0.058116, Shrinkage: 0.22
Date: 2012-11-20 00:00:00, Volatility: 0.067743, Naive Volatility: 0.069733, Shrinkage: 0.39
Date: 2012-11-21 00:00:00, Volatility: 0.067921, Naive Volatility: 0.069704, Shrinkage: 0.29
Date: 2012-11-23 00:00:00, Volatility: 0.069494, Naive Volatility: 0.072394, Shrinkage: 0.37
Date: 2012-11-26 00:00:00, Volatility: 0.071010, Naive Volatility: 0.074242, Shrinkage: 0.39
Date: 2012-11-27 00:00:00, Volatility: 0.076124, Naive Volatility: 0.078527, Shrinkage: 0.42
Date: 2012-11-28 00:00:00, Volatility: 0.073072, Naive Volatility: 0.076058, Shrinkage: 0.41
Date: 2012-11-29 00:00:00, Volatility: 0.077297, Naive Volatility: 0.080246, Shrinkage: 0.37
Date: 2012-11-30 00:00:00, Volatility: 0.087040, Naive Volatility: 0.087840, Shrinkage: 0.24
Date: 2012-12-03 00:00:00, Volatility: 0.105989, Naive Volatility: 0.106151, Shrinkage: 0.00
Date: 2012-12-04 00:00:00, Volatility: 0.105306, Naive Volatility: 0.105765, Shrinkage: 0.00
Date: 2012-12-05 00:00:00, Volatility: 0.106278, Naive Volatility: 0.106843, Shrinkage: 0.00
Date: 2012-12-06 00:00:00, Volatility: 0.107972, Naive Volatility: 0.108790, Shrinkage: 0.00
Date: 2012-12-07 00:00:00, Volatility: 0.107745, Naive Volatility: 0.108962, Shrinkage: 0.00
Date: 2012-12-10 00:00:00, Volatility: 0.108554, Naive Volatility: 0.109409, Shrinkage: 0.00
Date: 2012-12-11 00:00:00, Volatility: 0.109470, Naive Volatility: 0.110372, Shrinkage: 0.00
Date: 2012-12-12 00:00:00, Volatility: 0.109247, Naive Volatility: 0.110327, Shrinkage: 0.00
Date: 2012-12-13 00:00:00, Volatility: 0.109829, Naive Volatility: 0.110865, Shrinkage: 0.00
Date: 2012-12-14 00:00:00, Volatility: 0.109223, Naive Volatility: 0.110186, Shrinkage: 0.00
Date: 2012-12-17 00:00:00, Volatility: 0.107070, Naive Volatility: 0.107240, Shrinkage: 0.00
Date: 2012-12-18 00:00:00, Volatility: 0.108763, Naive Volatility: 0.109059, Shrinkage: 0.03
Date: 2012-12-19 00:00:00, Volatility: 0.104223, Naive Volatility: 0.104887, Shrinkage: 0.00
Date: 2012-12-20 00:00:00, Volatility: 0.103335, Naive Volatility: 0.104903, Shrinkage: 0.00
Date: 2012-12-21 00:00:00, Volatility: 0.097637, Naive Volatility: 0.100650, Shrinkage: 0.00
Date: 2012-12-24 00:00:00, Volatility: 0.096131, Naive Volatility: 0.098992, Shrinkage: 0.00
Date: 2012-12-26 00:00:00, Volatility: 0.090519, Naive Volatility: 0.093723, Shrinkage: 0.00
Date: 2012-12-27 00:00:00, Volatility: 0.089857, Naive Volatility: 0.093386, Shrinkage: 0.00
Date: 2012-12-28 00:00:00, Volatility: 0.081298, Naive Volatility: 0.085079, Shrinkage: 0.00
Date: 2012-12-31 00:00:00, Volatility: 0.076365, Naive Volatility: 0.078665, Shrinkage: 0.00
Date: 2013-01-02 00:00:00, Volatility: 0.050221, Naive Volatility: 0.051272, Shrinkage: 0.00
Date: 2013-01-03 00:00:00, Volatility: 0.049925, Naive Volatility: 0.049657, Shrinkage: 0.15
Date: 2013-01-04 00:00:00, Volatility: 0.054460, Naive Volatility: 0.055396, Shrinkage: 0.00
Date: 2013-01-07 00:00:00, Volatility: 0.049122, Naive Volatility: 0.051266, Shrinkage: 0.00
Date: 2013-01-08 00:00:00, Volatility: 0.048482, Naive Volatility: 0.049286, Shrinkage: 0.00
Date: 2013-01-09 00:00:00, Volatility: 0.048379, Naive Volatility: 0.049280, Shrinkage: 0.00
Date: 2013-01-10 00:00:00, Volatility: 0.047303, Naive Volatility: 0.048902, Shrinkage: 0.00
Date: 2013-01-11 00:00:00, Volatility: 0.046211, Naive Volatility: 0.047335, Shrinkage: 0.00
Date: 2013-01-14 00:00:00, Volatility: 0.046204, Naive Volatility: 0.047388, Shrinkage: 0.00
Date: 2013-01-15 00:00:00, Volatility: 0.047423, Naive Volatility: 0.048322, Shrinkage: 0.00
Date: 2013-01-16 00:00:00, Volatility: 0.046348, Naive Volatility: 0.048872, Shrinkage: 0.00
Date: 2013-01-17 00:00:00, Volatility: 0.043862, Naive Volatility: 0.046727, Shrinkage: 0.00
Date: 2013-01-18 00:00:00, Volatility: 0.048159, Naive Volatility: 0.049895, Shrinkage: 0.00
Date: 2013-01-22 00:00:00, Volatility: 0.051540, Naive Volatility: 0.052614, Shrinkage: 0.00
Date: 2013-01-23 00:00:00, Volatility: 0.051585, Naive Volatility: 0.052318, Shrinkage: 0.00
Date: 2013-01-24 00:00:00, Volatility: 0.054729, Naive Volatility: 0.056530, Shrinkage: 0.00
Date: 2013-01-25 00:00:00, Volatility: 0.066918, Naive Volatility: 0.069726, Shrinkage: 0.00
Date: 2013-01-28 00:00:00, Volatility: 0.070380, Naive Volatility: 0.072697, Shrinkage: 0.00
Date: 2013-01-29 00:00:00, Volatility: 0.071432, Naive Volatility: 0.073974, Shrinkage: 0.00
Date: 2013-01-30 00:00:00, Volatility: 0.070873, Naive Volatility: 0.073402, Shrinkage: 0.00
Date: 2013-01-31 00:00:00, Volatility: 0.071933, Naive Volatility: 0.074297, Shrinkage: 0.00
Date: 2013-02-01 00:00:00, Volatility: 0.073820, Naive Volatility: 0.076244, Shrinkage: 0.00
Date: 2013-02-04 00:00:00, Volatility: 0.070041, Naive Volatility: 0.071475, Shrinkage: 0.00
Date: 2013-02-05 00:00:00, Volatility: 0.070621, Naive Volatility: 0.071379, Shrinkage: 0.00
Date: 2013-02-06 00:00:00, Volatility: 0.072041, Naive Volatility: 0.072885, Shrinkage: 0.00
Date: 2013-02-07 00:00:00, Volatility: 0.071885, Naive Volatility: 0.072433, Shrinkage: 0.04
Date: 2013-02-08 00:00:00, Volatility: 0.072161, Naive Volatility: 0.072467, Shrinkage: 0.06
Date: 2013-02-11 00:00:00, Volatility: 0.071478, Naive Volatility: 0.072007, Shrinkage: 0.03
Date: 2013-02-12 00:00:00, Volatility: 0.071957, Naive Volatility: 0.071935, Shrinkage: 0.15
Date: 2013-02-13 00:00:00, Volatility: 0.071010, Naive Volatility: 0.071192, Shrinkage: 0.08
Date: 2013-02-14 00:00:00, Volatility: 0.068918, Naive Volatility: 0.069022, Shrinkage: 0.12
Date: 2013-02-15 00:00:00, Volatility: 0.070910, Naive Volatility: 0.070932, Shrinkage: 0.09
Date: 2013-02-19 00:00:00, Volatility: 0.065024, Naive Volatility: 0.066575, Shrinkage: 0.00
Date: 2013-02-20 00:00:00, Volatility: 0.066540, Naive Volatility: 0.068722, Shrinkage: 0.00
Date: 2013-02-21 00:00:00, Volatility: 0.067785, Naive Volatility: 0.070123, Shrinkage: 0.00
Date: 2013-02-22 00:00:00, Volatility: 0.074159, Naive Volatility: 0.074108, Shrinkage: 0.14
Date: 2013-02-25 00:00:00, Volatility: 0.062833, Naive Volatility: 0.063203, Shrinkage: 0.27
Date: 2013-02-26 00:00:00, Volatility: 0.065148, Naive Volatility: 0.066159, Shrinkage: 0.29
Date: 2013-02-27 00:00:00, Volatility: 0.061390, Naive Volatility: 0.064035, Shrinkage: 0.45
Date: 2013-02-28 00:00:00, Volatility: 0.064500, Naive Volatility: 0.066531, Shrinkage: 0.40
Date: 2013-03-01 00:00:00, Volatility: 0.066747, Naive Volatility: 0.069104, Shrinkage: 0.37
Date: 2013-03-04 00:00:00, Volatility: 0.065505, Naive Volatility: 0.068721, Shrinkage: 0.39
Date: 2013-03-05 00:00:00, Volatility: 0.072045, Naive Volatility: 0.078825, Shrinkage: 0.45
Date: 2013-03-06 00:00:00, Volatility: 0.074654, Naive Volatility: 0.081426, Shrinkage: 0.47
Date: 2013-03-07 00:00:00, Volatility: 0.074574, Naive Volatility: 0.082632, Shrinkage: 0.48
Date: 2013-03-08 00:00:00, Volatility: 0.075155, Naive Volatility: 0.083640, Shrinkage: 0.48
Date: 2013-03-11 00:00:00, Volatility: 0.074258, Naive Volatility: 0.084178, Shrinkage: 0.65
Date: 2013-03-12 00:00:00, Volatility: 0.077371, Naive Volatility: 0.086093, Shrinkage: 0.61
Date: 2013-03-13 00:00:00, Volatility: 0.077476, Naive Volatility: 0.086080, Shrinkage: 0.62
Date: 2013-03-14 00:00:00, Volatility: 0.077403, Naive Volatility: 0.085907, Shrinkage: 0.63
Date: 2013-03-15 00:00:00, Volatility: 0.097698, Naive Volatility: 0.104200, Shrinkage: 0.35
Date: 2013-03-18 00:00:00, Volatility: 0.101264, Naive Volatility: 0.108708, Shrinkage: 0.35
Date: 2013-03-19 00:00:00, Volatility: 0.105246, Naive Volatility: 0.112773, Shrinkage: 0.37
Date: 2013-03-20 00:00:00, Volatility: 0.103117, Naive Volatility: 0.110349, Shrinkage: 0.33
Date: 2013-03-21 00:00:00, Volatility: 0.106468, Naive Volatility: 0.113306, Shrinkage: 0.37
Date: 2013-03-22 00:00:00, Volatility: 0.103622, Naive Volatility: 0.108398, Shrinkage: 0.36
Date: 2013-03-25 00:00:00, Volatility: 0.103027, Naive Volatility: 0.107136, Shrinkage: 0.32
Date: 2013-03-26 00:00:00, Volatility: 0.101164, Naive Volatility: 0.105327, Shrinkage: 0.33
Date: 2013-03-27 00:00:00, Volatility: 0.100645, Naive Volatility: 0.104452, Shrinkage: 0.32
Date: 2013-03-28 00:00:00, Volatility: 0.097780, Naive Volatility: 0.100831, Shrinkage: 0.30
Date: 2013-04-01 00:00:00, Volatility: 0.097325, Naive Volatility: 0.099597, Shrinkage: 0.29
Date: 2013-04-02 00:00:00, Volatility: 0.095754, Naive Volatility: 0.097887, Shrinkage: 0.28
Date: 2013-04-03 00:00:00, Volatility: 0.093829, Naive Volatility: 0.094905, Shrinkage: 0.22
Date: 2013-04-04 00:00:00, Volatility: 0.090120, Naive Volatility: 0.090832, Shrinkage: 0.20
Date: 2013-04-05 00:00:00, Volatility: 0.090299, Naive Volatility: 0.090873, Shrinkage: 0.16
Date: 2013-04-08 00:00:00, Volatility: 0.093950, Naive Volatility: 0.094305, Shrinkage: 0.16
Date: 2013-04-09 00:00:00, Volatility: 0.096408, Naive Volatility: 0.097200, Shrinkage: 0.21
Date: 2013-04-10 00:00:00, Volatility: 0.094396, Naive Volatility: 0.095326, Shrinkage: 0.21
Date: 2013-04-11 00:00:00, Volatility: 0.097651, Naive Volatility: 0.098232, Shrinkage: 0.18
Date: 2013-04-12 00:00:00, Volatility: 0.099451, Naive Volatility: 0.099743, Shrinkage: 0.15
Date: 2013-04-15 00:00:00, Volatility: 0.084608, Naive Volatility: 0.084702, Shrinkage: 0.19
Date: 2013-04-16 00:00:00, Volatility: 0.080246, Naive Volatility: 0.079697, Shrinkage: 0.15
Date: 2013-04-17 00:00:00, Volatility: 0.076351, Naive Volatility: 0.077069, Shrinkage: 0.03
Date: 2013-04-18 00:00:00, Volatility: 0.080856, Naive Volatility: 0.081488, Shrinkage: 0.07
Date: 2013-04-19 00:00:00, Volatility: 0.073457, Naive Volatility: 0.074167, Shrinkage: 0.04
Date: 2013-04-22 00:00:00, Volatility: 0.075587, Naive Volatility: 0.075141, Shrinkage: 0.00
Date: 2013-04-23 00:00:00, Volatility: 0.073985, Naive Volatility: 0.074557, Shrinkage: 0.03
Date: 2013-04-24 00:00:00, Volatility: 0.081541, Naive Volatility: 0.081312, Shrinkage: 0.00
Date: 2013-04-25 00:00:00, Volatility: 0.079271, Naive Volatility: 0.079417, Shrinkage: 0.00
Date: 2013-04-26 00:00:00, Volatility: 0.078741, Naive Volatility: 0.079477, Shrinkage: 0.00
Date: 2013-04-29 00:00:00, Volatility: 0.078239, Naive Volatility: 0.078703, Shrinkage: 0.00
Date: 2013-04-30 00:00:00, Volatility: 0.087197, Naive Volatility: 0.087742, Shrinkage: 0.00
Date: 2013-05-01 00:00:00, Volatility: 0.085888, Naive Volatility: 0.086550, Shrinkage: 0.00
Date: 2013-05-02 00:00:00, Volatility: 0.090231, Naive Volatility: 0.091124, Shrinkage: 0.00
Date: 2013-05-03 00:00:00, Volatility: 0.091313, Naive Volatility: 0.092083, Shrinkage: 0.00
Date: 2013-05-06 00:00:00, Volatility: 0.088539, Naive Volatility: 0.089435, Shrinkage: 0.00
Date: 2013-05-07 00:00:00, Volatility: 0.086406, Naive Volatility: 0.087438, Shrinkage: 0.00
Date: 2013-05-08 00:00:00, Volatility: 0.090475, Naive Volatility: 0.092651, Shrinkage: 0.00
Date: 2013-05-09 00:00:00, Volatility: 0.094052, Naive Volatility: 0.095545, Shrinkage: 0.00
Date: 2013-05-10 00:00:00, Volatility: 0.091552, Naive Volatility: 0.092492, Shrinkage: 0.00
Date: 2013-05-13 00:00:00, Volatility: 0.092930, Naive Volatility: 0.092977, Shrinkage: 0.00
Date: 2013-05-14 00:00:00, Volatility: 0.088826, Naive Volatility: 0.089738, Shrinkage: 0.00
Date: 2013-05-15 00:00:00, Volatility: 0.093424, Naive Volatility: 0.094156, Shrinkage: 0.00
Date: 2013-05-16 00:00:00, Volatility: 0.091036, Naive Volatility: 0.091592, Shrinkage: 0.00
Date: 2013-05-17 00:00:00, Volatility: 0.092175, Naive Volatility: 0.092564, Shrinkage: 0.00
Date: 2013-05-20 00:00:00, Volatility: 0.093819, Naive Volatility: 0.094254, Shrinkage: 0.00
Date: 2013-05-21 00:00:00, Volatility: 0.106898, Naive Volatility: 0.107287, Shrinkage: 0.00
Date: 2013-05-22 00:00:00, Volatility: 0.125694, Naive Volatility: 0.126398, Shrinkage: 0.00
Date: 2013-05-23 00:00:00, Volatility: 0.130722, Naive Volatility: 0.131563, Shrinkage: 0.00
Date: 2013-05-24 00:00:00, Volatility: 0.129585, Naive Volatility: 0.130866, Shrinkage: 0.00
Date: 2013-05-28 00:00:00, Volatility: 0.132450, Naive Volatility: 0.133498, Shrinkage: 0.00
Date: 2013-05-29 00:00:00, Volatility: 0.131085, Naive Volatility: 0.132731, Shrinkage: 0.00
Date: 2013-05-30 00:00:00, Volatility: 0.130083, Naive Volatility: 0.132296, Shrinkage: 0.00
Date: 2013-05-31 00:00:00, Volatility: 0.124528, Naive Volatility: 0.126937, Shrinkage: 0.00
Date: 2013-06-03 00:00:00, Volatility: 0.124084, Naive Volatility: 0.126598, Shrinkage: 0.00
Date: 2013-06-04 00:00:00, Volatility: 0.122503, Naive Volatility: 0.126980, Shrinkage: 0.00
Date: 2013-06-05 00:00:00, Volatility: 0.120118, Naive Volatility: 0.123935, Shrinkage: 0.00
Date: 2013-06-06 00:00:00, Volatility: 0.117804, Naive Volatility: 0.120879, Shrinkage: 0.00
Date: 2013-06-07 00:00:00, Volatility: 0.117683, Naive Volatility: 0.120788, Shrinkage: 0.00
Date: 2013-06-10 00:00:00, Volatility: 0.130717, Naive Volatility: 0.130801, Shrinkage: 0.01
Date: 2013-06-11 00:00:00, Volatility: 0.130215, Naive Volatility: 0.130203, Shrinkage: 0.01
Date: 2013-06-12 00:00:00, Volatility: 0.136485, Naive Volatility: 0.136216, Shrinkage: 0.14
Date: 2013-06-13 00:00:00, Volatility: 0.131672, Naive Volatility: 0.131744, Shrinkage: 0.12
Date: 2013-06-14 00:00:00, Volatility: 0.132391, Naive Volatility: 0.132445, Shrinkage: 0.16
Date: 2013-06-17 00:00:00, Volatility: 0.130810, Naive Volatility: 0.130877, Shrinkage: 0.14
Date: 2013-06-18 00:00:00, Volatility: 0.129563, Naive Volatility: 0.129584, Shrinkage: 0.13
Date: 2013-06-19 00:00:00, Volatility: 0.116276, Naive Volatility: 0.116336, Shrinkage: 0.13
Date: 2013-06-20 00:00:00, Volatility: 0.076115, Naive Volatility: 0.076732, Shrinkage: 0.27
Date: 2013-06-21 00:00:00, Volatility: 0.071729, Naive Volatility: 0.073065, Shrinkage: 0.26
Date: 2013-06-24 00:00:00, Volatility: 0.067420, Naive Volatility: 0.070275, Shrinkage: 0.38
Date: 2013-06-25 00:00:00, Volatility: 0.072737, Naive Volatility: 0.074801, Shrinkage: 0.36
Date: 2013-06-26 00:00:00, Volatility: 0.068836, Naive Volatility: 0.070068, Shrinkage: 0.28
Date: 2013-06-27 00:00:00, Volatility: 0.067920, Naive Volatility: 0.069382, Shrinkage: 0.32
Date: 2013-06-28 00:00:00, Volatility: 0.068009, Naive Volatility: 0.068904, Shrinkage: 0.27
Date: 2013-07-01 00:00:00, Volatility: 0.068339, Naive Volatility: 0.069096, Shrinkage: 0.25
Date: 2013-07-02 00:00:00, Volatility: 0.065699, Naive Volatility: 0.066286, Shrinkage: 0.19
Date: 2013-07-03 00:00:00, Volatility: 0.066872, Naive Volatility: 0.067318, Shrinkage: 0.19
Date: 2013-07-05 00:00:00, Volatility: 0.066929, Naive Volatility: 0.067321, Shrinkage: 0.17
Date: 2013-07-08 00:00:00, Volatility: 0.062437, Naive Volatility: 0.062698, Shrinkage: 0.19
Date: 2013-07-09 00:00:00, Volatility: 0.065942, Naive Volatility: 0.066439, Shrinkage: 0.22
Date: 2013-07-10 00:00:00, Volatility: 0.067209, Naive Volatility: 0.067850, Shrinkage: 0.25
Date: 2013-07-11 00:00:00, Volatility: 0.053903, Naive Volatility: 0.054706, Shrinkage: 0.20
Date: 2013-07-12 00:00:00, Volatility: 0.054193, Naive Volatility: 0.054193, Shrinkage: 0.10
Date: 2013-07-15 00:00:00, Volatility: 0.054114, Naive Volatility: 0.054227, Shrinkage: 0.15
Date: 2013-07-16 00:00:00, Volatility: 0.054527, Naive Volatility: 0.054843, Shrinkage: 0.18
Date: 2013-07-17 00:00:00, Volatility: 0.056634, Naive Volatility: 0.057067, Shrinkage: 0.02
Date: 2013-07-18 00:00:00, Volatility: 0.065986, Naive Volatility: 0.066243, Shrinkage: 0.15
